,Unnamed: 0,Price,Rooms,Area,Floor,Location,Num_Rooms,Num_Halls,District
1370,1370,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1371,1371,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1372,1372,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1373,1373,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1374,1374,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1375,1375,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1376,1376,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1377,1377,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1378,1378,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1379,1379,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1380,1380,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1381,1381,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1382,1382,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1383,1383,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1384,1384,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1385,1385,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1386,1386,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1387,1387,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1388,1388,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1389,1389,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1390,1390,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1391,1391,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1392,1392,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1393,1393,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1394,1394,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1395,1395,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1396,1396,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1397,1397,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1398,1398,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1399,1399,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1400,1400,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1401,1401,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1402,1402,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1403,1403,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1404,1404,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1405,1405,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1406,1406,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1407,1407,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1408,1408,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1409,1409,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1410,1410,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1411,1411,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1412,1412,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1413,1413,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1414,1414,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1415,1415,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1416,1416,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1417,1417,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1418,1418,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1419,1419,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1420,1420,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1421,1421,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1422,1422,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1423,1423,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1424,1424,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1425,1425,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1426,1426,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1427,1427,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1428,1428,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1429,1429,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1430,1430,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1431,1431,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1432,1432,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1433,1433,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1434,1434,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1435,1435,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1436,1436,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1437,1437,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1438,1438,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1439,1439,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1440,1440,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1441,1441,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1442,1442,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1443,1443,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1444,1444,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1445,1445,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1446,1446,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1447,1447,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1448,1448,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1449,1449,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1450,1450,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1451,1451,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1452,1452,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1453,1453,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1454,1454,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1455,1455,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1456,1456,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1457,1457,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1458,1458,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1459,1459,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1460,1460,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1461,1461,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1462,1462,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1463,1463,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1464,1464,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1465,1465,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1466,1466,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1467,1467,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1468,1468,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1469,1469,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1470,1470,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1471,1471,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1472,1472,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1473,1473,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1474,1474,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1475,1475,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1476,1476,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1477,1477,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1478,1478,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1479,1479,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1480,1480,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1481,1481,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1482,1482,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1483,1483,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1484,1484,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1485,1485,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1486,1486,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1487,1487,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1488,1488,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1489,1489,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1490,1490,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1491,1491,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1492,1492,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1493,1493,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1494,1494,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1495,1495,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1496,1496,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1497,1497,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1498,1498,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1499,1499,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1500,1500,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1501,1501,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1502,1502,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1503,1503,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1504,1504,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1505,1505,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1506,1506,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1507,1507,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1508,1508,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1509,1509,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1510,1510,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1511,1511,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1512,1512,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1513,1513,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1514,1514,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1515,1515,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1516,1516,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1517,1517,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1518,1518,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1519,1519,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1520,1520,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1521,1521,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1522,1522,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1523,1523,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1524,1524,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1525,1525,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1526,1526,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1527,1527,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1528,1528,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1529,1529,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1530,1530,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1531,1531,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1532,1532,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1533,1533,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1534,1534,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1535,1535,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1536,1536,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1537,1537,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1538,1538,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1539,1539,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1540,1540,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1541,1541,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1542,1542,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1543,1543,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1544,1544,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1545,1545,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1546,1546,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1547,1547,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1548,1548,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1549,1549,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1550,1550,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1551,1551,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1552,1552,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1553,1553,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1554,1554,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1555,1555,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1556,1556,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1557,1557,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1558,1558,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1559,1559,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1560,1560,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1561,1561,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1562,1562,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1563,1563,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1564,1564,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1565,1565,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1566,1566,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1567,1567,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1568,1568,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1569,1569,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1570,1570,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1571,1571,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1572,1572,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1573,1573,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1574,1574,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1575,1575,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1576,1576,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1577,1577,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1578,1578,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1579,1579,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1580,1580,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1581,1581,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1582,1582,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1583,1583,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1584,1584,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1585,1585,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1586,1586,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1587,1587,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1588,1588,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1589,1589,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1590,1590,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1591,1591,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1592,1592,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1593,1593,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1594,1594,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1595,1595,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1596,1596,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1597,1597,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1598,1598,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1599,1599,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1600,1600,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1601,1601,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1602,1602,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1603,1603,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1604,1604,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1605,1605,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1606,1606,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1607,1607,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1608,1608,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1609,1609,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1610,1610,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1611,1611,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1612,1612,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1613,1613,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1614,1614,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1615,1615,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1616,1616,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1617,1617,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1618,1618,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1619,1619,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1620,1620,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
1621,1621,40000,2+1,115,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
1622,1622,28000,3+1,120,2. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1623,1623,26000,2+1,75,Kot 1,Çankaya - Emek Mh.,2.0,1.0,Çankaya
1624,1624,26000,1+1,65,Yüksek Giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1625,1625,24500,1+1,55,Giriş Katı,Çankaya - Emek Mh.,1.0,1.0,Çankaya
1626,1626,27000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
1627,1627,24000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
1628,1628,33000,3+1,135,3. Kat,Çankaya - Dumlupınar Mh.,3.0,1.0,Çankaya
1629,1629,15000,3+1,100,Bahçe Katı,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
1630,1630,44000,3+1,150,19. Kat,Gölbaşı - Hacılar Mh.,3.0,1.0,Gölbaşı
1631,1631,49500,3+1,150,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1632,1632,39000,4+1,200,5. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
1633,1633,36000,4+1,140,1. Kat,Çankaya - Emek Mh.,4.0,1.0,Çankaya
1634,1634,35000,3+1,120,2. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
1635,1635,25000,2+1,70,Yüksek Giriş,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
